Inventory ID,Project ID,Material Type,Quantity,Unit Price,Supplier Name,Supplier Contact,Location,Storage Location,Storage Conditions,Reorder Level,Reorder Quantity,Project Type,Project Name,Order Date,Expected Delivery Date,Actual Delivery Date,Procurement Status,Payment Status,Compliance Status,Risk Factor,Total Cost
INV-5449,PROJ-40,Glass,2514,34.61,Cruz-Stuart,687.470.7716x9101,Dubai,Dubai Silicon Oasis,Open-air,162,261,Residential,Smith-Nguyen Development Project,09-08-2024,,,Cancelled,Pending,Compliant,Material Shortage,87009.54
INV-5450,PROJ-36,Steel,2481,752.06,"Fowler, Morales and Yang",001-808-692-4341x5522,Dubai,Al Quoz Industrial Area,Open-air,157,353,Mixed-use,Lewis-Leblanc Development Project,16-02-2024,,,Cancelled,Overdue,Compliant,Cost Overruns,1865860.86
INV-5451,PROJ-81,Steel,3105,860.11,Robinson Inc,001-821-238-8276x4000,Sharjah,SAIF Zone,Covered,158,231,Commercial,Patterson-Wood Development Project,28-04-2024,08-01-2025,13-08-2024,In-progress,Overdue,Compliant,Delay in Delivery,2670641.55
INV-5452,PROJ-48,Paint,4629,11.86,"Mayo, Chen and Reed",-8757,Abu Dhabi,Baniyas East,Covered,181,241,Commercial,"Martin, Fisher and Wiley Development Project",30-03-2024,24-11-2024,04-08-2024,In-progress,Pending,Non-compliant,Delay in Delivery,54899.94
INV-5453,PROJ-40,Cement,2751,83.01,Harper Ltd,639.636.0696x50901,Abu Dhabi,Al Ain Industrial Area,Covered,131,420,Mixed-use,Smith-Nguyen Development Project,17-06-2024,31-10-2024,29-09-2024,In-progress,Pending,Pending,Delay in Delivery,228360.51
INV-5454,PROJ-72,Steel,485,633.69,"Barton, Johnson and Stark",-7822,Sharjah,Al Saja'a Industrial Area,Covered,139,296,Residential,Schmidt-Munoz Development Project,22-07-2024,,,Cancelled,Overdue,Compliant,Delay in Delivery,307339.65
INV-5455,PROJ-71,Safety Equipment,1500,29.96,"Miller, Nelson and Bailey",(853)549-6510,Abu Dhabi,Mussafah Industrial Area,Climate-controlled,57,496,Residential,Crawford-Bates Development Project,26-03-2024,10-05-2025,10-12-2024,In-progress,Pending,Non-compliant,Material Shortage,44940
INV-5456,PROJ-37,Sand,2470,9.92,George Ltd,(239)576-3846x8078,Sharjah,Al Khan Industrial Area,Open-air,56,235,Mixed-use,Benitez-Tucker Development Project,15-04-2024,21-11-2024,24-10-2024,Delivered,Overdue,Pending,Material Shortage,24502.4
INV-5457,PROJ-47,Cement,3821,83.13,"Jackson, Thomas and Duncan",6652018948,Dubai,Dubai Investment Park (DIP),Climate-controlled,193,375,Commercial,Wallace Group Development Project,08-06-2024,08-04-2025,04-09-2024,Pending,Paid,Pending,Delay in Delivery,317639.73
INV-5458,PROJ-66,Tiles,4213,20.89,Sullivan-Sutton,+1-541-648-4098x593,Abu Dhabi,Al Ain Industrial Area,Open-air,132,467,Mixed-use,Cox Group Development Project,16-09-2024,28-03-2025,26-03-2025,Delivered,Pending,Non-compliant,Material Shortage,88009.57
INV-5459,PROJ-40,Sand,4159,9.99,Harper Ltd,2057201011,Abu Dhabi,Al Ain Industrial Area,Open-air,57,227,Mixed-use,Smith-Nguyen Development Project,01-10-2023,28-03-2025,12-04-2024,Pending,Pending,Pending,Material Shortage,41548.41
INV-5460,PROJ-10,Sand,2406,13.28,Murphy-Harvey,(529)298-0778x53380,Dubai,Jebel Ali Free Zone (JAFZA),Covered,77,217,Mixed-use,Bell-Anderson Development Project,27-07-2024,,,Cancelled,Paid,Compliant,Delay in Delivery,31951.68
INV-5461,PROJ-46,Sand,2034,13.28,"Fowler, Brown and White",(447)209-6491x65847,Abu Dhabi,Baniyas East,Open-air,72,209,Commercial,"Hurst, Reid and Torres Development Project",31-05-2024,07-06-2025,04-06-2025,Pending,Pending,Non-compliant,Delay in Delivery,27011.52
INV-5462,PROJ-37,Glass,2393,29.7,"Mayo, Chen and Reed",(662)302-3523,Dubai,Jebel Ali Free Zone (JAFZA),Covered,168,288,Mixed-use,Benitez-Tucker Development Project,23-07-2024,,,Cancelled,Overdue,Non-compliant,Cost Overruns,71072.1
INV-5463,PROJ-15,Tiles,844,17.21,"Fowler, Morales and Yang",(222)812-6697x72825,Dubai,Ras Al Khor Industrial Area,Covered,196,353,Residential,Stewart-Lewis Development Project,08-11-2023,29-09-2024,12-05-2024,Pending,Paid,Non-compliant,Material Shortage,14525.24
INV-5464,PROJ-48,Bricks,848,11.25,Murphy Ltd,(744)211-8334x0672,Abu Dhabi,Mussafah Industrial Area,Open-air,65,419,Mixed-use,"Martin, Fisher and Wiley Development Project",09-06-2024,,,Cancelled,Overdue,Compliant,Cost Overruns,9540
INV-5465,PROJ-3,Cement,4565,87.37,"Fowler, Morales and Yang",+1-746-416-3720x72144,Sharjah,Industrial Area 10,Open-air,131,301,Commercial,"Wallace, Green and Jennings Development Project",08-01-2024,22-08-2025,27-04-2024,Pending,Pending,Pending,Delay in Delivery,398844.05
INV-5466,PROJ-8,Glass,1809,36.07,Harper Ltd,398.926.4033x6812,Abu Dhabi,ICAD,Covered,161,324,Residential,Fuller-Monroe Development Project,22-08-2024,26-02-2025,19-12-2024,In-progress,Overdue,Non-compliant,Material Shortage,65250.63
INV-5467,PROJ-39,Sand,4022,14.18,"Miller, Nelson and Bailey",001-201-275-0615,Sharjah,Industrial Area 10,Climate-controlled,102,453,Mixed-use,Taylor-Jacobs Development Project,29-07-2024,,,Cancelled,Overdue,Compliant,Material Shortage,57031.96
INV-5468,PROJ-66,Cement,1059,90.55,Harper Ltd,987.762.3036x82320,Abu Dhabi,Baniyas East,Covered,153,202,Residential,Cox Group Development Project,25-08-2024,06-11-2024,16-09-2024,Pending,Pending,Compliant,Cost Overruns,95892.45
INV-5469,PROJ-53,Bricks,325,2.74,"Jackson, Thomas and Duncan",798-883-1543,Dubai,Ras Al Khor Industrial Area,Covered,81,411,Commercial,Reyes-Eaton Development Project,27-07-2024,,,Cancelled,Paid,Compliant,Cost Overruns,890.5
INV-5470,PROJ-91,Bricks,4328,1.97,"Maynard, Holt and Warren",8858970406,Abu Dhabi,Al Ain Industrial Area,Covered,122,313,Mixed-use,Young-Sweeney Development Project,18-06-2024,22-03-2025,25-08-2024,In-progress,Overdue,Pending,Material Shortage,8526.16
INV-5471,PROJ-97,Sand,1520,11.68,"Fowler, Morales and Yang",+1-908-344-5955x71829,Abu Dhabi,Mussafah Industrial Area,Open-air,181,292,Commercial,Hancock-Good Development Project,07-01-2024,,,Cancelled,Paid,Pending,Material Shortage,17753.6
INV-5472,PROJ-84,Steel,835,669.08,"Fowler, Brown and White",(548)633-5367x347,Abu Dhabi,Al Ain Industrial Area,Covered,172,282,Residential,Proctor-Moore Development Project,13-06-2024,,,Cancelled,Paid,Pending,Material Shortage,558681.8
INV-5473,PROJ-57,Steel,3522,888.53,Hall-Green,553.319.2453x368,Sharjah,SAIF Zone,Covered,91,308,Mixed-use,Bishop PLC Development Project,20-06-2024,,,Cancelled,Overdue,Non-compliant,Cost Overruns,3129402.66
INV-5474,PROJ-7,Paint,2149,21.8,"Mayo, Chen and Reed",-1752,Abu Dhabi,Baniyas East,Climate-controlled,131,385,Commercial,"Ballard, Young and Peters Development Project",05-04-2024,,,Cancelled,Paid,Pending,Material Shortage,46848.2
INV-5475,PROJ-50,Tiles,3363,11.44,"Barton, Johnson and Stark",(934)539-0269,Abu Dhabi,Khalifa Industrial Zone Abu Dhabi (KIZAD),Climate-controlled,152,422,Mixed-use,Ramirez PLC Development Project,01-08-2024,,,Cancelled,Paid,Pending,Material Shortage,38472.72
INV-5476,PROJ-3,Glass,1336,44.83,George Ltd,001-314-532-8508,Sharjah,Hamriyah Free Zone,Open-air,106,353,Residential,"Wallace, Green and Jennings Development Project",10-09-2024,,,Cancelled,Paid,Compliant,Material Shortage,59892.88
INV-5477,PROJ-42,Glass,2139,23.65,"Maynard, Holt and Warren",506-939-9621,Sharjah,Al Khan Industrial Area,Open-air,144,255,Commercial,Gregory Ltd Development Project,02-05-2024,04-10-2024,15-09-2024,Pending,Paid,Pending,Cost Overruns,50587.35
INV-5478,PROJ-50,Cement,3867,81.71,"Fowler, Brown and White",(422)851-3917,Abu Dhabi,Baniyas East,Open-air,79,273,Mixed-use,Ramirez PLC Development Project,24-03-2024,03-08-2025,05-02-2025,Delivered,Paid,Non-compliant,Cost Overruns,315972.57
INV-5479,PROJ-27,Steel,3413,953.24,Harper Ltd,288-459-7747,Dubai,Dubai Investment Park (DIP),Covered,114,430,Commercial,Mills and Sons Development Project,17-02-2024,23-03-2025,09-01-2025,In-progress,Overdue,Pending,Cost Overruns,3253408.12
INV-5480,PROJ-97,Safety Equipment,2335,135.54,Robinson Inc,845.219.2082,Dubai,Al Quoz Industrial Area,Open-air,101,318,Commercial,Hancock-Good Development Project,14-04-2024,23-05-2025,19-05-2024,Delivered,Overdue,Non-compliant,Cost Overruns,316485.9
INV-5481,PROJ-87,Steel,1123,916.04,"Glenn, Burton and Henry",210.730.6537,Sharjah,Al Saja'a Industrial Area,Climate-controlled,115,214,Mixed-use,Acosta and Sons Development Project,28-12-2023,04-07-2025,22-07-2024,Pending,Pending,Pending,Delay in Delivery,1028712.92
INV-5482,PROJ-17,Safety Equipment,916,67.85,"Fowler, Brown and White",701-682-7756,Abu Dhabi,Baniyas East,Climate-controlled,80,312,Commercial,Cummings Inc Development Project,20-06-2024,22-08-2025,25-07-2024,Pending,Pending,Compliant,Material Shortage,62150.6
INV-5483,PROJ-73,Paint,1332,12.16,Sullivan-Sutton,8734346328,Abu Dhabi,Mussafah Industrial Area,Open-air,197,222,Mixed-use,Williams-Martinez Development Project,07-12-2023,,,Cancelled,Paid,Pending,Material Shortage,16197.12
INV-5484,PROJ-26,Safety Equipment,3181,30.6,"Mayo, Chen and Reed",817-630-4089x06138,Dubai,Dubai Investment Park (DIP),Climate-controlled,105,476,Mixed-use,"Austin, Miller and Foley Development Project",13-06-2024,,,Cancelled,Paid,Non-compliant,Material Shortage,97338.6
INV-5485,PROJ-47,Wood,942,6.79,Clark-Adams,(322)521-9673x16131,Dubai,Ras Al Khor Industrial Area,Climate-controlled,124,325,Commercial,Wallace Group Development Project,23-07-2024,26-04-2025,25-08-2024,Delivered,Overdue,Compliant,Cost Overruns,6396.18
INV-5486,PROJ-90,Glass,3520,20.62,"Miller, Nelson and Bailey",-4739,Dubai,Dubai Silicon Oasis,Covered,83,463,Mixed-use,Weber Group Development Project,09-05-2024,,,Cancelled,Paid,Pending,Cost Overruns,72582.4
INV-5487,PROJ-2,Paint,1591,27.51,Sullivan-Sutton,9399344229,Sharjah,Hamriyah Free Zone,Open-air,59,267,Mixed-use,"Hawkins, Curtis and Perkins Development Project",16-03-2024,10-08-2025,16-06-2024,Pending,Overdue,Compliant,Material Shortage,43768.41
INV-5488,PROJ-34,Glass,3831,37.2,Hall-Green,(384)561-8171x51173,Abu Dhabi,Mussafah Industrial Area,Climate-controlled,119,404,Mixed-use,"Lane, Elliott and Taylor Development Project",30-07-2024,,,Cancelled,Pending,Non-compliant,Cost Overruns,142513.2
INV-5489,PROJ-30,Tiles,681,6.3,"Maynard, Holt and Warren",001-578-567-9949x0438,Abu Dhabi,Khalifa Industrial Zone Abu Dhabi (KIZAD),Open-air,191,237,Mixed-use,Perkins and Sons Development Project,25-10-2023,,,Cancelled,Overdue,Pending,Delay in Delivery,4290.3
INV-5490,PROJ-76,Paint,3434,19.06,Chase PLC,(532)625-9211x225,Sharjah,Hamriyah Free Zone,Covered,54,290,Residential,Scott Ltd Development Project,17-04-2024,26-02-2025,23-05-2024,Delivered,Paid,Pending,Delay in Delivery,65452.04
INV-5491,PROJ-77,Paint,2656,11.6,"Glenn, Burton and Henry",(966)344-6143x7176,Dubai,Al Quoz Industrial Area,Climate-controlled,95,282,Mixed-use,Ward-Davis Development Project,23-12-2023,12-10-2024,17-06-2024,In-progress,Pending,Compliant,Delay in Delivery,30809.6
INV-5492,PROJ-39,Tiles,2335,11.55,Wade-Wilson,(834)516-4876x5777,Sharjah,Al Khan Industrial Area,Climate-controlled,144,332,Residential,Taylor-Jacobs Development Project,18-07-2024,,,Cancelled,Paid,Compliant,Material Shortage,26969.25
INV-5493,PROJ-79,Sand,1272,9.63,Hall-Green,001-817-910-4298x8850,Dubai,Dubai Investment Park (DIP),Covered,187,226,Residential,Hill-Whitney Development Project,29-06-2024,,,Cancelled,Paid,Pending,Delay in Delivery,12249.36
INV-5494,PROJ-88,Wood,1270,7.53,"Miller, Nelson and Bailey",+1-822-896-0977x955,Dubai,Al Quoz Industrial Area,Climate-controlled,119,248,Residential,Moses and Sons Development Project,02-08-2024,,,Cancelled,Overdue,Non-compliant,Cost Overruns,9563.1
INV-5495,PROJ-58,Paint,3520,11.34,Clark-Adams,(518)620-1151x605,Sharjah,Hamriyah Free Zone,Covered,113,349,Commercial,"Anderson, Lawrence and Kelly Development Project",07-07-2024,30-03-2025,12-02-2025,Pending,Paid,Compliant,Cost Overruns,39916.8
INV-5496,PROJ-44,Cement,1733,85.23,"Fowler, Brown and White",364-957-2785x9424,Abu Dhabi,Al Ain Industrial Area,Covered,109,491,Mixed-use,"Duffy, Luna and Rosario Development Project",12-07-2024,24-03-2025,15-12-2024,Pending,Paid,Compliant,Cost Overruns,147703.59
INV-5497,PROJ-72,Bricks,3479,9.58,"Barton, Johnson and Stark",923-657-5890x615,Sharjah,Industrial Area 10,Open-air,88,478,Commercial,Schmidt-Munoz Development Project,23-09-2024,19-03-2025,26-01-2025,Delivered,Paid,Compliant,Cost Overruns,33328.82
INV-5498,PROJ-100,Cement,1128,96.6,Sullivan-Sutton,748-583-0494x1644,Sharjah,Al Khan Industrial Area,Covered,69,413,Residential,"Morgan, Young and Love Development Project",09-10-2023,,,Cancelled,Paid,Pending,Delay in Delivery,108964.8
INV-5499,PROJ-67,Tiles,1961,21.63,Murphy Ltd,(222)377-2199x590,Sharjah,Al Khan Industrial Area,Open-air,164,374,Residential,Mitchell Group Development Project,02-06-2024,13-07-2025,02-05-2025,Delivered,Paid,Non-compliant,Material Shortage,42416.43
INV-5500,PROJ-94,Glass,3822,47.23,"Brewer, Swanson and Gutierrez",404.493.3911x85431,Sharjah,Hamriyah Free Zone,Open-air,53,278,Mixed-use,Wagner Inc Development Project,13-01-2024,01-02-2025,23-12-2024,Delivered,Paid,Non-compliant,Cost Overruns,180513.06
INV-5501,PROJ-11,Safety Equipment,4624,23.36,"Glenn, Burton and Henry",(771)933-5402,Abu Dhabi,Mussafah Industrial Area,Open-air,200,261,Residential,White PLC Development Project,11-11-2023,20-01-2025,16-02-2024,Pending,Pending,Compliant,Cost Overruns,108016.64
INV-5502,PROJ-95,Bricks,2103,1.1,"Jackson, Thomas and Duncan",956.469.3275x02403,Sharjah,Al Khan Industrial Area,Covered,86,484,Commercial,Kim-Ross Development Project,13-05-2024,,,Cancelled,Overdue,Non-compliant,Delay in Delivery,2313.3
INV-5503,PROJ-37,Tiles,4721,21.79,"Glenn, Burton and Henry",+1-968-430-3184x2094,Sharjah,Hamriyah Free Zone,Covered,65,348,Mixed-use,Benitez-Tucker Development Project,14-02-2024,,,Cancelled,Paid,Pending,Material Shortage,102870.59
INV-5504,PROJ-10,Glass,2915,39.57,Clark-Adams,-9264,Dubai,Dubai Silicon Oasis,Covered,177,353,Residential,Bell-Anderson Development Project,08-01-2024,,,Cancelled,Paid,Compliant,Cost Overruns,115346.55
INV-5505,PROJ-32,Sand,2215,8.35,Robinson Inc,(872)598-9037x52432,Sharjah,Al Khan Industrial Area,Climate-controlled,144,398,Commercial,Morrison Group Development Project,29-08-2024,,,Cancelled,Paid,Compliant,Delay in Delivery,18495.25
INV-5506,PROJ-12,Sand,2736,13.97,Chase PLC,2235128953,Abu Dhabi,Khalifa Industrial Zone Abu Dhabi (KIZAD),Open-air,176,341,Mixed-use,"Thompson, Diaz and Russo Development Project",12-06-2024,05-06-2025,21-12-2024,In-progress,Pending,Non-compliant,Cost Overruns,38221.92
INV-5507,PROJ-49,Sand,2869,7.8,"Glenn, Burton and Henry",990.440.6254x26960,Abu Dhabi,ICAD,Covered,65,475,Residential,"Perez, Hodges and Jones Development Project",08-11-2023,01-12-2024,01-03-2024,Pending,Pending,Pending,Cost Overruns,22378.2
INV-5508,PROJ-55,Paint,1979,20.96,George Ltd,635-200-2933,Dubai,Jebel Ali Free Zone (JAFZA),Covered,124,330,Residential,"Robbins, Rogers and Silva Development Project",10-10-2023,,,Cancelled,Pending,Non-compliant,Delay in Delivery,41479.84
INV-5509,PROJ-65,Glass,3125,21.92,"Fowler, Brown and White",5946896156,Sharjah,SAIF Zone,Covered,94,375,Commercial,Nguyen-Reilly Development Project,08-08-2024,18-09-2025,21-03-2025,Pending,Pending,Compliant,Delay in Delivery,68500
INV-5510,PROJ-28,Wood,934,4.94,Harper Ltd,590-869-1125x234,Abu Dhabi,ICAD,Open-air,127,216,Mixed-use,"Turner, Morrow and Donovan Development Project",24-09-2024,25-08-2025,01-05-2025,Pending,Paid,Pending,Material Shortage,4613.96
INV-5511,PROJ-15,Cement,385,81.83,Robinson Inc,(656)448-1575x8668,Sharjah,Al Saja'a Industrial Area,Covered,51,452,Mixed-use,Stewart-Lewis Development Project,24-01-2024,21-04-2025,05-04-2025,In-progress,Overdue,Pending,Cost Overruns,31504.55
INV-5512,PROJ-16,Safety Equipment,1423,26.86,Harper Ltd,221-792-0235x338,Abu Dhabi,Mussafah Industrial Area,Open-air,133,465,Mixed-use,Wells-Bowman Development Project,02-06-2024,30-01-2025,15-12-2024,Delivered,Pending,Pending,Material Shortage,38221.78
INV-5513,PROJ-82,Steel,4998,666.25,Murphy-Harvey,330-385-2890,Dubai,Dubai Silicon Oasis,Open-air,145,264,Residential,Schaefer Inc Development Project,26-08-2024,25-07-2025,15-11-2024,Pending,Paid,Non-compliant,Cost Overruns,3329917.5
INV-5514,PROJ-37,Glass,2127,40.99,Clark-Adams,(555)489-1102x3681,Dubai,Dubai Investment Park (DIP),Climate-controlled,62,445,Residential,Benitez-Tucker Development Project,04-02-2024,,,Cancelled,Overdue,Compliant,Material Shortage,87185.73
INV-5515,PROJ-96,Glass,1856,49.69,"Maynard, Holt and Warren",(369)503-9866,Abu Dhabi,Al Ain Industrial Area,Open-air,104,254,Mixed-use,Trujillo and Sons Development Project,16-02-2024,24-09-2025,08-06-2025,In-progress,Overdue,Non-compliant,Cost Overruns,92224.64
INV-5516,PROJ-7,Glass,1912,20.3,Cruz-Stuart,817-887-9035x201,Sharjah,Hamriyah Free Zone,Climate-controlled,91,273,Commercial,"Ballard, Young and Peters Development Project",29-04-2024,04-01-2025,06-09-2024,Pending,Overdue,Pending,Delay in Delivery,38813.6
INV-5517,PROJ-22,Tiles,1883,34.9,Murphy-Harvey,2473239437,Sharjah,SAIF Zone,Open-air,141,268,Residential,Martin-Bishop Development Project,12-04-2024,21-01-2025,08-10-2024,Delivered,Pending,Pending,Delay in Delivery,65716.7
INV-5518,PROJ-47,Glass,4741,42.93,"Glenn, Burton and Henry",(308)783-4241,Sharjah,Al Saja'a Industrial Area,Covered,89,242,Commercial,Wallace Group Development Project,24-06-2024,03-06-2025,02-02-2025,In-progress,Overdue,Pending,Material Shortage,203531.13
INV-5519,PROJ-88,Steel,3758,677.36,Cruz-Stuart,(896)955-7803x98550,Dubai,Dubai Investment Park (DIP),Climate-controlled,161,473,Residential,Moses and Sons Development Project,02-03-2024,12-06-2025,30-05-2025,In-progress,Pending,Pending,Material Shortage,2545518.88
INV-5520,PROJ-44,Steel,4932,734.28,Harper Ltd,930-782-0429,Abu Dhabi,Baniyas East,Open-air,59,466,Residential,"Duffy, Luna and Rosario Development Project",04-05-2024,29-08-2025,27-05-2025,Delivered,Overdue,Non-compliant,Cost Overruns,3621468.96
INV-5521,PROJ-37,Paint,2326,22.92,Chase PLC,320.389.3883x09761,Abu Dhabi,ICAD,Open-air,77,484,Residential,Benitez-Tucker Development Project,29-09-2023,01-05-2025,17-04-2024,Delivered,Overdue,Pending,Delay in Delivery,53311.92
INV-5522,PROJ-100,Glass,4525,34.33,"Miller, Nelson and Bailey",794-527-2823x15262,Dubai,Al Quoz Industrial Area,Climate-controlled,161,411,Mixed-use,"Morgan, Young and Love Development Project",05-10-2023,17-04-2025,16-02-2025,Pending,Pending,Non-compliant,Cost Overruns,155343.25
INV-5523,PROJ-20,Wood,3748,4.96,"Jackson, Thomas and Duncan",(657)627-9346x7336,Dubai,Jebel Ali Free Zone (JAFZA),Covered,51,327,Mixed-use,"Johnson, Burns and Ingram Development Project",06-08-2024,12-07-2025,26-03-2025,Delivered,Paid,Non-compliant,Delay in Delivery,18590.08
INV-5524,PROJ-27,Cement,1787,83.66,Murphy-Harvey,734.207.1929x93076,Dubai,Al Quoz Industrial Area,Climate-controlled,188,286,Residential,Mills and Sons Development Project,20-06-2024,23-11-2024,07-07-2024,In-progress,Overdue,Pending,Cost Overruns,149500.42
INV-5525,PROJ-62,Steel,444,665.05,"Maynard, Holt and Warren",001-632-669-2221,Dubai,Dubai Investment Park (DIP),Climate-controlled,54,374,Residential,Crosby PLC Development Project,02-03-2024,25-10-2024,01-10-2024,Pending,Paid,Compliant,Cost Overruns,295282.2
INV-5526,PROJ-64,Bricks,4435,3.66,"Fowler, Morales and Yang",(283)673-3920x810,Dubai,Al Quoz Industrial Area,Climate-controlled,154,419,Residential,Lopez-Murray Development Project,19-03-2024,14-07-2025,12-01-2025,In-progress,Overdue,Compliant,Cost Overruns,16232.1
INV-5527,PROJ-99,Tiles,2960,14.62,"Brewer, Swanson and Gutierrez",(524)443-2548x0530,Abu Dhabi,Baniyas East,Covered,68,443,Commercial,Walker Ltd Development Project,19-12-2023,,,Cancelled,Overdue,Pending,Material Shortage,43275.2
INV-5528,PROJ-2,Steel,4657,971.51,Harper Ltd,376.710.0097,Sharjah,Al Saja'a Industrial Area,Open-air,138,207,Mixed-use,"Hawkins, Curtis and Perkins Development Project",06-06-2024,21-04-2025,13-11-2024,In-progress,Pending,Compliant,Material Shortage,4524322.07
INV-5529,PROJ-11,Safety Equipment,608,149.52,George Ltd,(315)449-5091x2386,Abu Dhabi,Khalifa Industrial Zone Abu Dhabi (KIZAD),Covered,199,445,Commercial,White PLC Development Project,16-12-2023,20-03-2025,05-01-2025,In-progress,Paid,Pending,Material Shortage,90908.16
INV-5530,PROJ-85,Safety Equipment,1655,78.9,Hall-Green,001-695-626-4201x93939,Sharjah,Al Khan Industrial Area,Covered,63,351,Residential,Smith Group Development Project,07-01-2024,,,Cancelled,Paid,Compliant,Material Shortage,130579.5
